Date time,time[sec],omega_t_b(X)[rad/s],omega_t_b(Y)[rad/s],omega_t_b(Z)[rad/s],q_t_i2b(0)[-],q_t_i2b(1)[-],q_t_i2b(2)[-],q_t_i2b(3)[-],torque_t_b(X)[Nm],torque_t_b(Y)[Nm],torque_t_b(Z)[Nm],h_total[Nms],sat_position_i(X)[m],sat_position_i(Y)[m],sat_position_i(Z)[m],sat_velocity_i(X)[m/s],sat_velocity_i(Y)[m/s],sat_velocity_i(Z)[m/s],lat[rad],lon[rad],alt[m],gyro_omega1_c(X)[rad/s],gyro_omega1_c(Y)[rad/s],gyro_omega1_c(Z)[rad/s],gyro_omega2_c(X)[rad/s],gyro_omega2_c(Y)[rad/s],gyro_omega2_c(Z)[rad/s],GST [rad]
2019-01-28 00:00:00,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,1.0,-1.469309459260314e-06,-1.990689365699731e-07,1.6683783958302872e-06,0.04998999899979995,564254.7522202381,-5334090.917198775,4307498.302317653,-741.1801506639563,-4817.388281615404,-5843.424223428994,0.6796425677350361,2.601682698437663,509619.8917933088,1.001,0.999,-0.998,1.001,0.999,-0.998,2.2160970808142935
2019-01-28 00:00:05,5.0,0.10087018480027189,-1.4107046472260834,-0.9994387910248158,0.3860765332387804,-0.1439409885135255,0.8029460381323751,0.43070124466455467,-2.638463290216105e-07,1.8286506291696477e-06,-1.5648043001480372e-06,0.04999266398097542,560540.229451866,-5358096.20374986,4278215.24285032,-744.6183365933415,-4784.705333562613,-5869.741774306771,0.6741787041960313,2.600163686525069,509584.11484369263,0.10187018480027189,-1.4117046472260832,-0.9974387910248158,0.10187018480027189,-1.4117046472260832,-0.9974387910248158,2.2164616875559346
2019-01-28 00:00:10,10.0,-1.1329946015130876,0.8464375287972256,-0.9997258430066722,0.053817153922014714,-0.7474278662522444,0.5635164220189597,-0.34771330260474764,-1.7223870403431462e-06,7.701582230881495e-07,9.522288172549967e-07,0.04999136301787474,556808.6027524605,-5381937.517282299,4248801.282129911,-748.0337448856861,-4751.876293157211,-5895.8792725360745,0.6687139608648792,2.598654674479996,509548.5131593514,-1.1319946015130877,0.8454375287972256,-0.9977258430066722,-1.1319946015130877,0.8454375287972256,-0.9977258430066722,2.216826291372641
2019-01-28 00:00:15,15.0,1.381840073804787,0.3014724916331462,-0.9996642939748405,-0.8343137962706946,-0.4559590592438201,0.0503961990967891,-0.30574834220722974,-1.247704602552483e-07,1.7615472507055347e-06,-1.6367767904502863e-06,0.049994174470557574,553059.9260863508,-5405614.512191893,4219256.848047815,-751.4263257901428,-4718.901636347863,-5921.836335134231,0.6632482632246508,2.597155442870955,509513.0961521249,1.3828400738047868,0.3004724916331462,-0.9976642939748405,1.3828400738047868,0.3004724916331462,-0.9976642939748405,2.217190898114282
2019-01-28 00:00:20,20.0,-0.6760208714922912,-1.242350673672921,-0.9995669549419739,-0.7846222171252493,0.5864176368923343,0.16428047611238428,-0.11616478254340713,2.637800198964118e-07,-1.4875395800460919e-06,1.22375956014968e-06,0.04999495828813557,549294.3439628887,-5429126.271653766,4189583.082109125,-754.7959476986899,-4685.782635648665,-5947.611952849498,0.6577816684437963,2.595665813106139,509477.87406743877,-0.6750208714922912,-1.243350673672921,-0.9975669549419739,-0.6750208714922912,-1.243350673672921,-0.9975669549419739,2.217555504870475
2019-01-28 00:00:25,25.0,-0.49639378050037336,1.3245268480446504,-0.9998137647960907,0.17582588136498695,0.811492972607082,0.19617742830806945,-0.5216117631668016,-2.6758869585841957e-07,-6.057549107852719e-07,8.733436066436914e-07,0.04999934991952329,545512.0019291863,-5452471.88937228,4159781.133763784,-758.1424804597232,-4652.520572540034,-5973.205127952773,0.6523142334482414,2.5941856106025907,509442.8571160855,-0.49539378050037336,1.3235268480446505,-0.9978137647960907,-0.49539378050037336,1.3235268480446505,-0.9978137647960907,2.2179201086871814
2019-01-28 00:00:30,30.0,1.3262282078500793,-0.4918037864630891,-0.9997147224681514,0.5178928559025238,0.11320937793716462,-0.5190813667600838,-0.670466375916564,1.035605305963527e-06,3.643137156901151e-08,-1.0720366775325385e-06,0.04999893519659768,541712.9546785082,-5475651.026994595,4129851.4365112497,-761.465875308412,-4619.115929527519,-5998.615485306385,0.6468458829566689,2.5927146292245613,509408.0546348216,1.3272282078500792,-0.4928037864630891,-0.9977147224681514,1.3272282078500792,-0.4928037864630891,-0.9977147224681514,2.2182847154288226
2019-01-28 00:00:35,35.0,-1.2400181768962986,-0.6807227998703534,-0.9993518509910699,0.08003418548917346,-0.10669492957412818,-0.9782852986156603,0.15864613348179907,1.7275424268338903e-06,-6.609414713762656e-07,-1.0666009554576249e-06,0.05000196544507189,537897.3486693382,-5498662.786941923,4099795.146798063,-764.7660032902351,-4585.5699961013615,-6023.842036681196,0.6413766734700075,2.5912527026241348,509373.47677585576,-1.2390181768962987,-0.6817227998703534,-0.9973518509910699,-1.2390181768962987,-0.6817227998703534,-0.9973518509910699,2.2186493221777397
2019-01-28 00:00:40,40.0,0.2967816446830578,1.3830665643638584,-0.9999599420614841,0.13752094594491088,0.25269217385796633,-0.3098043576283678,0.9062317113695739,-1.5150640431096254e-06,-3.3061068588934464e-07,1.8456747289989699e-06,0.05000162842699363,534065.3314061774,-5521506.282117286,4069613.429079571,-768.042736901049,-4551.88407079213,-6048.883805325567,0.6359066613122473,2.589799668102168,509339.13365185726,0.2977816446830578,1.3820665643638586,-0.9979599420614841,0.2977816446830578,1.3820665643638586,-0.9979599420614841,2.219013925994446
2019-01-28 00:00:45,45.0,0.8507373361479845,-1.130260922829829,-0.9995508797253363,0.6549105612541203,-0.045882852668960826,0.5043048967160795,0.5609487425219493,-8.956793416667286e-07,1.889808063857917e-06,-9.941287221911882e-07,0.05000479589866757,530216.9582861516,-5544181.181576073,4039306.7222647625,-771.2960283867735,-4518.058642447789,-6073.74042413729,0.6304357704961865,2.5883553317095824,509305.03451328725,0.8517373361479845,-1.131260922829829,-0.9975508797253363,0.8517373361479845,-1.131260922829829,-0.9975508797253363,2.219378532743363
